id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
3390001,0788184520,"Putting Patients First: Resolving Allocations Of Transplant Organs Hearing Before The Committee On Labor And Human Resources, U.s. Senate",9780788184529,,,,ES,,,,false,1,3390001,0,0,0,0,1998/9/1,"Putting Patients First: Resolving Allocations Of Transplant Organs Hearing Before The Committee On Labor And Human Resources, U.s. Senate",,0,0,0,0,0,0.00,,,,0,0,Michael Bilirakis,,,,,,,0,,
3390501,3907055926,Tod Eines Bankiers 2,9783907055922,,,,ES,,,,false,1,3390501,2,7,2,0,2005/1/1,Tod eines Bankiers 02,,0,1,1,0,0,3.50,,,,2,0,Matthias Gnehm,,,,,,,0,,comics
3391501,,Blind Visionz,,,,,ES,2006/1/1,,,false,1,3391501,2,10,2,0,2006/1/1,Blind Visionz,,2,0,0,0,0,5.00,146,Paperback,,2,0,"Michael ""Quess?"" Moore",,,,,,,0,,
3392001,0856861561,"Veronica at the Wells (Sadler's Wells, #2)",9780856861567,,,,ES,1975/8/26,White Lion,eng,false,8,3392001,601,1564,377,14,1951/1/1,Veronica at the Wells,book,158,132,73,13,1,4.15,216,Hardcover,,341,11,Lorna Hill,,,,,,115,14,2,"childrens,classics,contemporary,drama,fiction,historical,historical-fiction,juvenile,music,romance,teen,young-adult"
3392501,8425513391,"Musculacion: Ejercicios, Rutinas y Programas",9788425513398,,,,ES,,,spa,false,7,2333678,77,116,34,2,1994/11/1,Fitness Weight Training (Fitness Spectrum),book,4,8,20,2,0,3.41,160,,,0,0,"Roger W. Earle,Thomas R. Baechle",,,,,,5,0,1,non-fiction
3393001,1579630553,Maximizing the Impact of Recognition: An Approach to Rewarding Employee Contributions,9781579630553,,,,ES,1998/3/1,Worldatwork,,false,1,3393001,0,0,0,0,1998/3/1,Maximizing the Impact of Recognition: An Approach to Rewarding Employee Contributions (Building Blocks in Total Compensation),,0,0,0,0,0,0.00,20,Paperback,,0,0,Donald W. Hay,,,,,,,0,,
3393501,1843109441,The Integrated Children's System: Enhancing Social Work and Inter-Agency Practice,9781843109440,,,,ES,2008/6/15,Jessica Kingsley Publishers,,false,3,16884559,0,0,0,0,2008/6/15,,,0,0,0,0,0,0.00,224,Paperback,,0,0,"Hedy Cleaver,Jane Scott,Steve Walker",,,,,,,0,,
3394001,1929693028,"Martin's Quick-E: Critical Care, Clinical Nursing Reference",9781929693023,,,,ES,1999/7/1,Bandido Books,,false,1,3394001,0,0,0,0,,Martin's Quick-E Clinical Nursing Reference: Critical Care (Martin's Quick-E Clinical Reference Guide),,0,0,0,0,0,0.00,58,Spiral-bound,,0,0,Martin Schiavenato,,,,,,,0,,
3394501,0811732975,Haunted Delaware: Ghosts and Strange Phenomena of the First State,9780811732970,,,,ES,2006/6/2,Stackpole Books,,false,4,3394501,39,40,12,2,2006/6/1,Haunted Delaware: Ghosts And Strange Phenomena of the First State (Haunted),,0,6,4,2,0,3.33,128,Paperback,,11,2,Patricia A. Martinelli,,,,,,18,0,4,"historical,history,non-fiction,paranormal"
3395501,0882777971,Elements of Civil Procedure: Cases and Materials (University Casebook Series),9780882777979,,,,ES,1990/7/1,,,false,1,3395501,1,0,0,0,1990/7/1,Elements of Civil Procedure: Cases and Materials (University Casebook Series),,0,0,0,0,0,0.00,,,,0,0,"Hans Smit,Maurice Rosenberg,Rochelle Cooper Dreyfuss",,,,,,,0,,
3396001,0387954775,Introduction to Differentiable Manifolds,9780387954776,,,,ES,2002/10/1,Springer,,false,5,3396001,9,9,2,0,2002/1/1,Introduction to Differentiable Manifolds,,1,1,0,0,0,4.50,250,Hardcover,,2,0,Serge Lang,,,,,,5,0,,
3396501,8886175426,Storia Dell'olio D'Oliva in Calabria: Dall'antichita AI Nostri Giorni,9788886175425,,,,ES,,,,false,1,3396501,1,0,0,0,,Storia dell'olio d'oliva in Calabria: Dall'antichita ai nostri giorni (Scenari),,0,0,0,0,0,0.00,,,,0,0,Augusto Placanica,,,,,,,0,1,
3397001,082040828X,The Chilean Short Story: Writers from the Generation of 1950,9780820408286,,,,ES,1989/1/1,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",,false,1,3397001,0,0,0,0,1989/7/1,"The Chilean Short Story: Writers from the Generation of 1950 (American University Study Series Xxii, Latin American Studies, Vol 4)",,0,0,0,0,0,0.00,251,Hardcover,,0,0,Kenneth Fleak,,,,,,,0,,
3398501,0571088007,"Henry Walter Bates, Naturalist Of The Amazons",9780571088003,,,,ES,,,,false,2,3398501,1,0,0,0,,Henry Walter Bates: Naturalist of the Amazons (Great Travellers),,0,0,0,0,0,0.00,,,,0,0,George Woodcock,,,,,,,0,,biography
3399001,0736887172,We Need Teachers,9780736887175,,,,ES,1999/9/1,Capstone Press,,false,2,3399001,1,3,1,0,1999/9/1,We Need Teachers (Helpers in Our School),,0,0,1,0,0,3.00,24,Paperback,,1,0,Jane Scoggins Bauld,,,,,,,0,,
3399501,1406724858,"Boon, the Mind of the Race, the Wild Asses of the Devil, and the Last Trump",9781406724851,,,,ES,2007/10/9,Bronson Press,,false,1,3399501,5,6,2,0,2007/10/9,"Boon, The Mind Of The Race, The Wild Asses Of The Devil, And The Last Trump",,0,0,2,0,0,3.00,344,Paperback,,2,0,Reginald Bliss,,,,,,3,0,,fiction
3400001,3527405348,Applied Mathematical Methods in Theoretical Physics,9783527405343,,,,ES,,,,false,6,3400001,12,13,3,1,2005/5/6,Applied Mathematical Methods in Theoretical Physics,,1,2,0,0,0,4.33,,,,3,1,Michio Masujima,,,,,,6,0,,science
3401001,0471921874,Numerical Simulation and Optimal Control in Plasma Physics: With Applications to Tokamaks,9780471921875,,,,ES,1989/4/3,Wiley,,false,1,3401001,2,0,0,0,1989/3/1,Numerical Simulation and Optimal Control in Plasma Physics: With Applications to Tokamaks (Wiley/Gauthier-Villars Series in Modern Applied Mathemat),,0,0,0,0,0,0.00,382,Hardcover,,0,0,Jacques Blum,,,,,,1,0,,
3401501,0890900108,"Nicolas Poussin, The rape of the Sabines: (the Louvre version)",9780890900109,,,,ES,,,,false,1,3401501,0,0,0,0,1983/1/1,"Nicolas Poussin, The rape of the Sabines: (the Louvre version)",,0,0,0,0,0,0.00,,,,0,0,Avigdor Arikha,,,,,,,0,,
3402501,3811218085,Leseraketen Detektivgeschichten. ( Ab 8 J.),9783811218086,,,,ES,,,,false,1,3402501,0,0,0,0,,Leseraketen Detektivgeschichten. ( Ab 8 J.).,,0,0,0,0,0,0.00,,,,0,0,"Manfred Mai,Margret Rettich,Werner Färber",,,,,,,0,,
3403501,1556701993,Photo Manifesto: Contemporary Photography in the USSR,9781556701993,,,,ES,1991/1/1,"Stewart, Tabori, & Chang",,false,1,3403501,4,5,1,0,1991/7/1,Photo Manifesto: Contemporary Photography in the USSR,book,1,0,0,0,0,5.00,256,Hardcover,,1,0,Joseph Walker,,A.N. Lavrent'ev,,,,1,0,,art
3404001,326103503X,"Traditionen, Diskurse, Argumente.: Ein Beitrag Zur Geschichte Und Struktur Philosophischer Argumentationen Ueber Sprache, Erkenntnis Und Wissenschaft Und Ihr Systematischer Zusammenhang",9783261035035,,,,ES,1985/12/31,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",,false,1,3404001,0,0,0,0,,,,0,0,0,0,0,0.00,319,Paperback,,0,0,Friedel Weinert,,,,,,,0,,
3404501,3216304558,Zwischenstationen,9783216304551,,,,ES,,,ger,false,3,3404501,89,195,52,2,2005/1/1,,book,12,18,19,3,0,3.75,,,,46,2,Vladimir Vertlib,,,,,,23,0,3,"contemporary,fiction,literature"
3405001,1604592710,Cousin Bette,9781604592719,,,,ES,2008/3/18,SMK Books,,false,248,59144,20889,28516,7429,421,1846/1/1,La cousine Bette,book,2260,2656,1784,511,218,3.84,364,Paperback,,2,1,Honoré de Balzac,,,,,,11938,403,221,"adult,adult-fiction,classic-literature,classics,drama,fiction,france,historical-fiction,literary-fiction,literature,love,novels,unfinished"
3406001,0613359941,On the Far Side of the Mountain,9780613359948,,,,ES,2001/5/21,Turtleback Books,,false,15,77100,12268,30107,7749,273,1990/4/30,"On the Far Side of the Mountain (Mountain, Book 2)",book,2321,2806,2120,416,86,3.89,192,Hardcover,,8,1,Jean Craighead George,,,,,,2458,43,76,"adventure,american,animals,chapter-books,childrens,classics,contemporary,family,fiction,historical-fiction,juvenile,literature,middle-grade,nature,novels,realistic-fiction,school,survival,teen,young-adult"
3407001,0787944939,The Teacher's Guide to Winning Grants,9780787944933,,,,ES,1998/12/4,Jossey-Bass,,false,1,3407001,0,0,0,0,1998/12/4,The Teacher's Guide to Winning Grants,,0,0,0,0,0,0.00,176,Paperback,,0,0,David G. Bauer,,,,,,,0,,
3407501,0686166531,Stopping School Property Damage,9780686166535,,,,ES,,,,false,1,3407501,0,0,0,0,,Stopping School Property Damage,,0,0,0,0,0,0.00,,,,0,0,John Zeisel,,,,,,,0,,
3408001,085110990X,Let the nations be glad!: the supremacy of God in missions,9780851109909,,,,ES,1994/2/1,Inter-Varsity,,false,22,199252,9386,21155,4928,195,1993/7/31,Let the Nations Be Glad!: The Supremacy of God in Missions,book,2512,1597,625,138,56,4.29,239,,,2,0,John Piper,,,,,,643,22,83,"christian,christianity,faith,fiction,non-fiction,reference,religion,school,spirituality,theology,unfinished"
3408501,087727746X,"At the Edge of the Forest: Essays on Cambodia, History, and Narrative in Honor of David Chandler",9780877277460,,,,ES,2008/5/22,Southeast Asia Program Publications,,false,2,3408501,22,17,5,0,2008/5/16,"At the Edge of the Forest: Essays on Cambodia, History, and Narrative in Honor of David Chandler",book,0,3,1,1,0,3.40,251,Paperback,,5,0,Judy Ledgerwood,,,Anne Ruth Hansen,,,14,1,2,"history,non-fiction"
3409001,3763056416,Prachthandschriften: Stifter und Mäzene in der Buchkunst aus acht Jahrhunderten,9783763056415,,,,ES,,,ger,false,1,3409001,0,0,0,0,,Prachthandschriften: Stifter und Mäzene in der Buchkunst aus acht Jahrhunderten,book,0,0,0,0,0,0.00,,,,0,0,Christoph Wetzel,,,,,,,0,,
3409501,9623611048,Soldat,9789623611046,,,,ES,,,,false,1,3409501,3,5,1,0,,Soldat,,1,0,0,0,0,5.00,,,,1,0,Gordon L. Rottman,,,,,,1,0,,
3410001,0769255949,The New 15 Popular Instrumental Solos: Trombone,9780769255941,,,,ES,1996/9/1,Alfred Music,,false,2,3410001,0,0,0,0,1996/9/1,,,0,0,0,0,0,0.00,28,Paperback,,0,0,,,Alfred A. Knopf Publishing Company,,,,,0,,
3410501,9042912596,"Le Expériences Romanesques de Prévost Après 1740 (La République des Lettres, #8)",9789042912595,,,,ES,2003/6/23,Peeters,fre,false,1,3410501,0,0,0,0,2003/6/1,Le Experiences Romanesques De Prevost Apres 1740 (La Republique Des Lettres) (La Republique Des Lettres),book,0,0,0,0,0,0.00,372,Paperback,,0,0,,,,"Erik Leborgne,Jean-Paul Sermain",,,,0,,
3411501,3492261779,Das Kleine Ddr Lexikon: Von Haushaltstag Bis Reisekader,9783492261777,,,,ES,,,,false,1,3411501,1,0,0,0,2006/1/1,Das kleine DDR-Lexikon,,0,0,0,0,0,0.00,,,,0,0,Matthias Biskupek,,,,,,1,0,,
3412501,1884543944,Romans: Messages of Growth and Maturity,9781884543944,,,,ES,2005/12/31,Authentic,,false,5,3412501,11,10,2,0,1969/12/31,Romans: Messages Of Growth and Maturity (Light To My Path),,2,0,0,0,0,5.00,248,Paperback,,0,0,F. Wayne Mac Leod,,,,,,5,0,2,
3413001,0913836974,I Thessalonians: A Commentary,9780913836972,,,,ES,,,,false,1,3413001,17,21,6,1,1982/9/1,1 Thessalonians: A Commentary (Orthodox Biblical Studies),,2,1,1,2,0,3.50,,,,6,1,Paul Nadim Tarazi,,,,,,7,1,,"reference,religion"
3413501,0679761888,Windows 95 Power Programing Te,9780679761884,,,,ES,,,,false,1,3413501,1,0,0,0,,Windows 95 Power Programing Te,,0,0,0,0,0,0.00,,,,0,0,Peter Norton,,,,,,1,0,,
3414501,0121782514,Fluid Mechanics,9780121782511,,,,ES,2001/8/30,Academic Press,eng,false,29,204584,382,423,107,2,1990/9/1,Fluid Mechanics,book,49,29,12,9,8,3.95,730,Hardcover,Second Edition,6,0,"Ira M. Cohen,Pijush K. Kundu",,,,,,215,2,11,"academic,non-fiction,reference,science"
3415001,0415250900,Routledge Dictionary of Economics,9780415250900,,,,ES,2002/10/18,Routledge,,false,23,3415001,9,0,0,0,1980/1/1,Routledge Dictionary of Economics,,0,0,0,0,0,0.00,696,Hardcover,,0,0,Donald Rutherford,,,,,,2,0,-1,economics
3415501,0745320511,The Roma Cafe: Human Rights and the Plight of the Romani People,9780745320519,,,,ES,2004/6/20,Pluto Press,,false,5,3415501,34,56,16,2,2004/4/20,The Roma Cafe: Human Rights and the Plight of the Romani People,,4,5,4,1,2,3.50,216,Paperback,,15,1,Istvan Pogany,,,,,,12,0,1,"grad-school,politics,sociology"
3416001,0813341299,Physics of Space Plasmas: An Introduction,9780813341293,,,,ES,2003/12/5,Westview Press,,false,4,3416001,10,14,3,1,1991/1/1,Physics of Space Plasmas: An Introduction,book,2,1,0,0,0,4.67,616,Paperback,2nd edition,2,1,George K. Parks,,,,,,6,0,,textbooks
3417001,1870855027,The Baptist Confession Of Faith 1689,9781870855020,,,,ES,,,,false,16,1723671,536,1215,263,28,1677/1/1,The Baptist Confession of Faith 1689: Or the Second London Confession with Scripture Proofs,book,188,53,19,3,0,4.62,,,,1,0,"Anonymous,Peter Masters",,,,,,151,10,47,"christian,christianity,faith,history,non-fiction,reference,theology"
3417501,0825672562,MusicHound Rock: The Essential Album Guide,0752187428084,,,,ES,1998/12/1,Schirmer Trade Books,,false,1,3417501,31,84,20,0,1998/12/1,Musichound Rock: The Essential Album Guide (Musichound Essential Album Guides),,8,9,2,1,0,4.20,1497,Paperback,,20,0,Daniel Durchholz,,,Gary Graff,,,3,0,,"criticism,music,non-fiction,reference"
3418501,0824781880,"Graft-Vs.-Host Disease: Immunology, Pathophysiology, and Treatment (Hematology)",9780824781880,,,,ES,,,,false,1,3418501,0,0,0,0,1990/7/1,"Graft-Vs.-Host Disease: Immunology, Pathophysiology, and Treatment (Hematology)",,0,0,0,0,0,0.00,,,,0,0,Steven J. Burakoff,,,,,,,0,,
3419001,1424161673,Cycle of the Hunter,9781424161676,,,,ES,2007/2/12,Publish America,eng,false,1,3419001,4,10,3,2,2007/2/12,Cycle of the Hunter,,0,1,2,0,0,3.33,172,Paperback,,3,2,Patrick Rahall,,,,,,1,0,,thriller
3419501,953633903X,Engleski s izgovorom (u svakoj situaciji za svakoga) (Phrase Book),9789536339037,,,,ES,1995/12/1,"Euro Future,Croatia",scr,false,1,3419501,3,0,0,0,1995/12/1,Engleski s izgovorom (u svakoj situaciji za svakoga) (Phrase Book),book,0,0,0,0,0,0.00,63,Paperback,,0,0,Dušan Vitas,,,,,,1,0,,
3420001,054834602X,The Days of the Fathers in Ross-Shire,9780548346020,,,,ES,2007/6/25,Kessinger Publishing,,false,6,3420001,2,2,1,0,2007/6/1,The Days Of The Fathers In Ross-Shire,,0,0,0,1,0,2.00,280,Hardcover,,1,0,John Kennedy,,,,,,1,0,,
3420501,053492882X,Elementary Algebra for College Students: Annotated Instructors' Manual to 4r.e,9780534928827,,,,ES,,,,false,7,3197943,5,9,2,0,1989/1/1,,book,1,1,0,0,0,4.50,,,,0,0,Jerome E. Kaufmann,,,,,,2,0,,
3421001,9004101594,"Philosophia Antiqua, Aristotle and Mathematics: Aporetic Method in Cosmology and Metaphysics",9789004101593,,,,ES,1995/5/1,Brill,,false,2,3421001,2,3,1,0,1995/6/1,Aristotle and Mathematics: Aporetic Method in Cosmology and Metaphysics (Philosophia Antiqua),,0,0,1,0,0,3.00,558,Hardcover,,1,0,John J. Cleary,,,,,,1,0,,
3421501,1930260016,Come! See! with Little Becky Ann,9781930260016,,,,ES,,,,false,1,3421501,0,0,0,0,2000/4/1,Come! See! With Little Becky Anne,,0,0,0,0,0,0.00,,,,0,0,Al Wingfield,,,,,,,0,,
3422501,0575047674,Wulfsyarn,9780575047679,,,,ES,1990/11/1,Gollancz,eng,false,11,6909430,98,176,48,5,1988/1/1,Wulfsyarn,book,10,17,17,3,1,3.67,288,Hardcover,,2,0,Phillip Mann,,,,,,23,1,1,"fantasy,fiction,science-fiction"
3423501,0718146077,"Red Rabbit (Jack Ryan, #2)",9780718146078,,,,ES,,Michael Joseph Ltd,eng,false,65,19707,37781,85839,23425,601,2002/8/26,Red Rabbit,book,5370,8145,7190,2119,601,3.66,640,Hardcover,,0,0,Tom Clancy,,,,,,7902,28,638,"action,adult,adult-fiction,adventure,crime,fiction,historical-fiction,mystery,mystery-thriller,novels,politics,suspense,thriller,war"
3424001,0890661782,Life on the Line,9780890661789,,,,ES,,,,false,3,3424001,1,5,1,0,1989/11/1,Life on the Line,,1,0,0,0,0,5.00,,,,1,0,Elizabeth R. Skoglund,,,,,,,0,,
3424501,0875570518,Learn Latin for English Speakers,9780875570518,,,,ES,,,,false,1,3424501,9,10,2,0,1975/3/1,Learn Latin for English Speakers,,2,0,0,0,0,5.00,,,,2,0,Patrick S. Casserly,,,,,,6,0,1,
3425501,0912515074,For Your Information (James Bond 007 role-playing game),9780912515076,,,,ES,1983/1/1,Victory Games,eng,false,1,3425501,18,47,11,1,1983/1/1,For Your Information (James Bond 007 role-playing game),,5,5,0,1,0,4.27,,,,11,1,Victory Games,,,,,,4,0,,
3426001,8425318386,Diccionario del erotismo,9788425318382,,,,ES,1988/1/1,Random House Espanol,,false,1,3426001,3,0,0,0,1988/1/1,Diccionario del erotismo,book,0,0,0,0,0,0.00,900,Hardcover,,0,0,Camilo José Cela,,,,,,2,0,,reference
3426501,9682475287,Funcionamiento y organizacion institucional del turismo/ Operation And Institutional Tourism Organization (Turismo),9789682475283,,,,ES,,,,false,1,3426501,0,0,0,0,2006/6/30,Funcionamiento y organizacion institucional del turismo/ Operation And Institutional Tourism Organization (Turismo),,0,0,0,0,0,0.00,,,,0,0,Miguel Angel Acerenza,,,,,,,0,,
3427501,1559723149,Petted by the Light: The Most Profound and Complete Feline Near-Death Experiences Ever,9781559723145,,,,ES,,,,false,2,3427501,8,13,3,0,1995/11/1,Petted by the Light: The Most Profound and Complete Feline Near-Death Experiences Ever,,1,2,0,0,0,4.33,,,,3,0,"Christine R. Doley,Patrick R. Tobin",,,,,,4,0,,
3428501,0781745136,USMLE Step 1 Recall: Buzzwords for the Boards,9780781745130,,,,ES,2004/4/9,LWW,,false,2,4096071,21,16,5,0,2004/4/1,USMLE Step 1 Recall: Buzzwords for the Boards (Recall Series),,1,0,3,1,0,3.20,464,Paperback,,1,0,Brent A. Reinheimer,,,,,,11,0,1,textbooks
3429001,0891092242,Your Work Matters to God,9780891092247,,,,ES,,,,false,3,863245,283,370,95,13,1987/1/1,Your Work Matters to God,,28,34,28,5,0,3.89,,,,3,0,Doug  Sherman,,,,,,139,4,10,"business,christian,christianity,religion,self-help,spirituality,theology"
3430001,094593677X,"John Twachtman (1853-1902) a ""Painter's Painter""",9780945936770,,,,ES,,,,false,1,3430001,2,0,0,0,2006/1/1,"John Twachtman (1853-1902) a ""Painter's",,0,0,0,0,0,0.00,,,,0,0,Lisa N. Peters,,,,,,1,0,,
3431001,0966811208,We're Here: An Investigation Into Gay Reincarnation,9780966811209,,,,ES,1999/1/1,Brookhaven Publishing,,false,2,3431001,8,8,2,0,1999/3/15,We're Here: An Investigation Into Gay Reincarnation,,1,0,1,0,0,4.00,177,Paperback,,1,0,Lynn Kear,,,,,,6,0,,
3431501,1405131101,The Blackwell Guide to Hegel's Phenomenology of Spirit,9781405131100,,,,ES,2009/1/20,Wiley-Blackwell,,false,7,3431501,23,7,2,0,2008/9/11,The Blackwell Guide to Hegel's Phenomenology of Spirit (Blackwell Guides to Great Works),,0,1,1,0,0,3.50,360,Paperback,,2,0,,,,Kenneth R. Westphal,,,12,1,1,"non-fiction,philosophy,reference"
3432501,0821307134,Growth And Structural Change In Large Low Income Countries,9780821307137,,,,ES,1986/1/1,World Bank Publications,,false,1,3432501,0,0,0,0,1986/1/1,Growth and Structural Change in Large Low Income Countries (World Bank staff working papers),,0,0,0,0,0,0.00,48,Hardcover,,0,0,Adrian Wood,,,,,,,0,,
3433001,8833911985,Storia del Laser,9788833911984,,,,ES,,,,false,3,3433001,12,17,6,2,1999/1/1,Storia del laser (Saggi. Scienze),book,1,0,2,3,0,2.83,,,,1,0,Mario Bertolotti,,,,,,3,0,-1,science
3433501,1882770528,What's Wrong With My Iguana,9781882770526,,,,ES,2001/1/1,Advanced Vivarium Systems,,false,2,3433501,7,9,2,0,1994/10/1,What's Wrong with My Iguana?,,1,1,0,0,0,4.50,74,Paperback,,2,0,John Rossi,,,,,,1,0,,
3434001,067121425X,Unexpected Hanging and Other Mathematical Diversions,9780671214258,,,,ES,1969/1/1,Simon and Schuster,,false,8,415062,283,436,101,5,1963/1/1,The Unexpected Hanging and Other Mathematical Diversions,book,46,43,10,2,0,4.32,255,Paperback,A Fireside Book,1,1,Martin Gardner,,,,,,136,7,1,"american,magic,non-fiction,reference,science"
3434501,213038529X,Le Risque De Change At La Consolidation Des Comptes De Groupes Multinationaux,9782130385295,,,,ES,,,,false,1,3434501,0,0,0,0,,Le risque de change et la consolidation des comptes de groupes multinationaux,,0,0,0,0,0,0.00,,,,0,0,Christine Perriot,,,,,,,0,,
3436001,0632055928,Apparel Industry-02,9780632055920,,,,ES,2002/8/9,Wiley-Blackwell,,false,1,3436001,1,4,1,0,2002/7/1,The Apparel Industry,book,0,1,0,0,0,4.00,318,Paperback,,1,0,Richard M. Jones,,,,,,,0,,
3436501,0821374486,"The World Bank's Commitment to Hiv/AIDS in Africa: Our Agenda for Action, 2007-2011",9780821374481,,,,ES,2008/3/7,World Bank Publications,,false,4,3436501,0,0,0,0,2008/3/7,"The World Bank's Commitment to HIV/AIDS in Africa: Our Agenda for Action, 2007-2011",,0,0,0,0,0,0.00,125,Paperback,,0,0,World Bank Group,,,,,,,0,,
3437001,0822521512,Lenses! Take a Closer Look,9780822521518,,,,ES,1999/10/7,Lerner Publishing Group,,false,2,5691369,3,3,1,0,1991/2/1,Lenses: Take a Closer Look (Fun With Technology),,0,0,1,0,0,3.00,31,Hardcover,,0,0,Siegfried Aust,,,,,,2,1,,
3437501,1863682724,The Shore and the Shelter,9781863682725,,,,ES,2000/4/1,Fremantle Arts Centre Press,,false,1,3437501,7,10,2,0,2000/4/1,The Shore and the Shelter,,2,0,0,0,0,5.00,,Paperback,,2,0,Keith McLeod,,,,,,,0,,
3438001,0123056500,The Psychophysiology of Darrow,9780123056504,,,,ES,,,,false,1,3438001,0,0,0,0,1973/5/1,Psychophysiology of Darrow,,0,0,0,0,0,0.00,,,,0,0,Chester W. Darrow,,,,,,,0,,
3439001,,"La descrizione del manoscritto. Storia, problemi, modelli",,,,,ES,1984/1/1,La Nuova Italia Scientifica,ita,false,2,3438986,20,15,6,0,1984/1/1,"La descrizione del manoscritto. Storia, problemi, modelli",book,0,1,2,2,1,2.50,214,Paperback,,0,0,Armando Petrucci,,,,,,5,0,,
3439501,0972763309,Greenwich: Beaches to Backcountry,9780972763301,,,,ES,2003/1/1,Rock Point Press,,false,1,3439501,0,0,0,0,2003/1/1,Greenwich: Beaches to Backcountry,,0,0,0,0,0,0.00,248,Hardcover,,0,0,Rachel Oler Franco,,,,,,,0,,
3440001,0895264625,The New Color Line,9780895264626,,,,ES,1995/11/25,Regnery Publishing,,false,2,3440001,39,18,5,0,1995/11/25,The New Color Line,book,1,1,3,0,0,3.60,247,Hardcover,,3,0,"Lawrence M. Stratton,Paul Craig Roberts",,,,,,23,0,1,"american-history,business,economics,non-fiction,politics"
3440501,2906164097,Femmes des Hauts-Plateaux: Algérie 1960,9782906164093,,,,ES,1990/2/1,,,false,1,3440501,2,0,0,0,1990/1/1,Femmes des Hauts-Plateaux: Algerie 1960,,0,0,0,0,0,0.00,75,,,0,0,Marc Garanger,,,,,,1,0,,
3441001,0394921674,Richard Scarry's Great Big Air Book,9780394921679,,,,ES,1971/2/12,Random House Books for Young Readers,,false,6,3441001,56,133,31,2,1971/2/12,Richard Scarry's Great Big Air Book,book,15,10,6,0,0,4.29,69,Hardcover,,24,2,Richard Scarry,,,,,,8,6,,"childrens,picture-books,science,technology"
3441501,0856645060,Research In General Practice,9780856645068,,,,ES,,,,false,1,3441501,1,0,0,0,,Research in general practice,,0,0,0,0,0,0.00,,,,0,0,J. G. R Howie,,,,,,1,0,,
3442501,0913420697,Instructional Materials for the Handicapped: Birth Through Early Childhood,9780913420690,,,,ES,1976/1/1,Olympus Publishing Company,,false,1,3442501,0,0,0,0,1976/1/1,Instructional materials for the handicapped: Birth through early childhood,,0,0,0,0,0,0.00,198,Unknown Binding,,0,0,Olympus Research Corporation,,,,,,,0,,
3443001,0800706552,Truths That Transform,9780800706555,,,,ES,1974/12/31,Fleming H. Revell Company,,false,4,1997825,52,103,24,2,1974/1/1,Truths That Transform: Christian Doctrines for Your Life Today,,10,11,3,0,0,4.29,160,Hardcover,,0,0,D. James Kennedy,,,,,,20,0,2,"christian,christianity,theology"
3443501,0893041386,Leaves from the dry tree,9780893041380,,,,ES,1996/6/20,Cross-Cultural Communications,eng,false,2,3443501,4,5,1,0,,Leaves from the Dry Tree,book,1,0,0,0,0,5.00,48,Hardcover,,1,0,"Vladimir Levchev,Любомир Левчев",,,,,,3,0,,poetry
3444001,0849324084,A Textbook in Environmental Science,9780849324086,,,,ES,2002/5/22,Narosa Publishing House,,false,2,3444001,0,0,0,0,2002/3/30,A Textbook in Environmental Science,,0,0,0,0,0,0.00,238,Hardcover,,0,0,V. Subramaniam,,,,,,,0,,
3445001,0307301389,Richard Scarry's Hilda Needs Help!,9780307301383,,,,ES,1993/12/7,A Golden Book / Western Publishing,eng,false,2,3445001,50,69,19,0,1993/12/7,Hilda Needs Help! ,book,5,4,8,2,0,3.63,23,Hardcover,,18,0,Richard Scarry,,,,,,10,3,,fiction
3445501,1568953186,The Messiah Stones,9781568953182,,,,ES,1996/5/1,Wheeler Publishing,,false,10,1445219,226,430,131,14,1994/1/1,The Messiah Stones,book,15,48,37,21,10,3.28,325,Hardcover,Large Print,0,0,Irving Benig,,,,,,43,6,4,"adult,christian-fiction,fiction,inspirational,mystery,mystery-thriller,non-fiction,thriller"
3447501,8466606696,La saga de los malditos,9788466606691,,,,ES,,,spa,false,8,3447501,508,901,220,12,2003/1/1,La saga de los malditos,book,93,79,31,10,7,4.10,,,,170,9,Chufo Lloréns,,,,,,214,4,31,"historical-fiction,novels,suspense"
3448001,0520016580,Ibn Kammuna's Examination of the Three Faiths: A Thirteenth-Century Essay in the Comparative Study of Religion,9780520016583,,,,ES,1971/1/1,University of California Press,,false,1,3448001,4,0,0,0,1971/11/30,Ibn Kammuna's Examination of the three faiths;: A thirteenth-century essay in the comparative study of religion,,0,0,0,0,0,0.00,160,Unknown Binding,,0,0,Sa'd ibn Mansur Ibn Kammunah,,,,,,4,0,,"christianity,non-fiction,religion,theology"
3449001,0766010465,The Holocaust Heroes,9780766010468,,,,ES,1998/7/1,Enslow Publishers,,false,1,3449001,33,46,12,2,1998/7/1,The Holocaust Heroes (The Holocaust Remembered Series),,3,4,5,0,0,3.83,128,Hardcover,,12,2,David K. Fremon,,,,,,14,0,,"non-fiction,school"
